4288,4663.992799473113
3640,4503.854588688991
3855,4451.197654964094
2680,3058.3090939865606
4166,3786.323030464755
3115,3555.164466368313
3371,3513.6632657890427
3210,3503.5046248414988
3609,3528.860288701521
2753,2830.8972060179412
4750,5474.438448933479
4567,4691.559122767881
4256,4553.458837418703
4176,4427.01308427311
4154,4416.182661239271
3150,2997.3120624874905
4288,3743.745703121833
3638,3560.0769417816923
3164,3517.524092760925
3764,3507.649240269402
4034,3553.033839899435
3066,2927.330948597296
6097,5597.243373490436
4748,4799.986484866079
4785,4566.7522672517825
4504,4485.5681750156355
5009,4445.854605550506
