4288,4847.9335503531765
3640,4656.116435713382
3855,4120.092195275365
2680,3614.4419890440126
4166,3713.2183126791497
3115,3601.263942073243
3371,3530.3732743194378
3210,3876.6875204307617
3609,4073.899510062324
2753,3751.9048706238523
4750,4283.473164676204
4567,3958.924441385528
4256,4558.045850568216
4176,4377.188114906888
4154,4380.075494467718
3150,3814.0870108153717
4288,4127.090079339493
3638,3678.6246226739904
3164,3827.3575175884844
3764,3823.933483150089
4034,3943.461893518485
3066,3827.5364504174554
6097,4233.850322754055
4748,4285.731637794347
4785,4494.215751702132
4504,4543.092116013907
5009,4224.083756420138
